,FIRE_NAME,ALARM_DATE,CONT_DATE,CAUSE,GIS_ACRES,DURATION
287,TOPANGA CYN,2015-04-06,2015-04-06,Vehicle,0.1522151,1
240,PRICE,2022-01-01,2022-01-01,Campfire,0.06728618,1
37,ROCKY,2017-05-20,2017-05-20,Equipment Use,21.9278,1
32,TABLE,2017-09-19,2017-09-19,Powerline,38.80263,1
48,LA POSTA 2,2013-09-02,2013-09-02,Lightning,13.75034,1
36,POINT,2017-10-09,2017-10-09,Powerline,130.2357,1
38,SHANDON,2017-05-07,2017-05-07,Vehicle,12.07228,1
40,LUCY,2017-06-14,2017-06-14,Powerline,147.667,1
41,TOWER,2017-07-07,2017-07-07,Vehicle,63.51402,1
42,OLIVE,2017-07-24,2017-07-24,Vehicle,236.8678,1
196,ALPINE,2022-03-01,2022-03-01,Arson,18.43938,1
195,CAESAR,2022-09-05,2022-09-05,Vehicle,47.70462,1
43,CYPRESS,2017-07-24,2017-07-24,Powerline,21.28955,1
30,QUAIL,2017-07-12,2017-07-12,Equipment Use,59.38209,1
28,ORANGE,2017-06-21,2017-06-21,Equipment Use,64.52619,1
237,WINEMAN,2022-06-19,2022-06-19,Arson,56.78185,1
236,FLANAGAN,2022-03-04,2022-03-04,Debris,88.68606,1
7,BALDWIN,2017-06-16,2017-06-16,Equipment Use,2.296595,1
27,MILTON,2017-10-18,2017-10-18,Equipment Use,17.96167,1
20,CRABTREE,2017-06-21,2017-06-21,Vehicle,14.1566,1
22,GOLD,2017-07-05,2017-07-05,Vehicle,33.16441,1
23,HARNEY,2017-09-24,2017-09-24,Powerline,37.42143,1
8,BETABEL,2015-07-20,2015-07-20,Equipment Use,56.30732,1
7,DEER,2015-05-10,2015-05-10,Lightning,66.02117,1
220,GARDEN,2015-07-30,2015-07-30,Lightning,0.03171027,1
44,CHAMPAGNE,2023-06-30,2023-06-30,Powerline,107.8487,1
211,SPRING GARDEN,2015-02-06,2015-02-06,Debris,15.84018,1
2,MILL2,2015-07-12,2015-07-12,Equipment Use,53.99769,1
38,ELK,2023-06-13,2023-06-13,Powerline,5.666053,1
37,LITTLE,2023-06-08,2023-06-08,Debris,59.26785,1
1,IONE,2015-07-02,2015-07-02,Arson,357.5903,1
10,GRAPE ,2015-05-01,2015-05-01,Smoking,7.469237,1
14,WAYSIDE,2015-04-02,2015-04-02,Equipment Use,6.601349,1
13,TUNA,2015-03-13,2015-03-13,Campfire,1.204807,1
67,SEMI,2023-08-27,2023-08-27,Vehicle,4.015996,1
66,BLACKWELL,2023-08-19,2023-08-19,Lightning,34.64903,1
63,GENERAL,2023-08-13,2023-08-13,Lightning,16.05068,1
206,GREY,2015-07-03,2015-07-03,Lightning,19.44877,1
35,POINT,2023-06-04,2023-06-04,Equipment Use,4.915308,1
292,WOLFSEN,2022-07-08,2022-07-08,Vehicle,25.11741,1
1,KAISER,2023-06-02,2023-06-02,Debris,13.60238,1
0,WHITWORTH,2023-06-17,2023-06-17,Debris,5.729125,1
304,RIVER,2022-10-25,2022-10-25,Campfire,98.25912,1
303,TULARE,2022-07-25,2022-07-25,Vehicle,134.4698,1
6,PAICINES,2023-07-13,2023-07-13,Vehicle,13.59313,1
294,SANDY,2022-09-09,2022-09-09,Vehicle,27.54214,1
293,POINT,2022-07-27,2022-07-27,Vehicle,58.67502,1
23,MISTY,2023-10-14,2023-10-14,Equipment Use,11.7,1
31,LAVENDER ,2023-05-14,2023-05-14,Equipment Use,14.74279,1
27,HOSTLY,2023-05-01,2023-05-01,Powerline,83.71268,1
26,WALL,2023-11-12,2023-11-12,Arson,11.12262,1
25,PLYMOUTH,2023-11-02,2023-11-02,Debris,11.1,1
234,CASTLE,2015-06-23,2015-06-23,Campfire,14253.95,1
22,CANA,2023-09-16,2023-09-16,Powerline,19.28816,1
279,PICNIC,2013-08-08,2013-08-08,Campfire,0.07944155,1
260,DEVIL,2015-09-20,2015-09-20,Equipment Use,14.40403,1
14,VIRGINIA,2023-06-21,2023-06-21,Campfire,10.07201,1
12,OLIVE,2023-07-29,2023-07-29,Equipment Use,20.67,1
11,PINE,2023-06-15,2023-06-15,Equipment Use,11.91801,1
206,LYONS,2020-10-13,2020-10-13,Vehicle,25.58551,1
225,DEVILS GULCH,2020-08-16,2020-08-16,Lightning,16.94518,1
224,SPANISH,2020-05-24,2020-05-24,Equipment Use,17.29441,1
223,DUNFIELD,2020-03-13,2020-03-13,Debris,21.91274,1
222,LAKEVILLE,2020-06-05,2020-06-05,Equipment Use,159.6805,1
57,ELECTRA,2019-09-25,2019-09-25,Arson,10.23911,1
58,LIBERTY,2019-09-02,2019-09-02,Equipment Use,10.66764,1
216,MOUNTAIN,2020-06-17,2020-06-17,Powerline,28.20186,1
215,CACHE,2020-07-06,2020-07-06,Campfire,44.79775,1
213,KIRKLAND,2020-07-27,2020-07-27,Powerline,21.10397,1
211,STAGE,2020-09-23,2020-09-23,Powerline,26.56782,1
210,SIERRA,2020-05-24,2020-05-24,Vehicle,17.90481,1
209,URSULINE,2020-09-21,2020-09-21,Equipment Use,11.93184,1
208,CATHOLIC,2020-09-01,2020-09-01,Vehicle,22.23492,1
53,CARSON,2019-07-30,2019-07-30,Equipment Use,13.1878,1
130,SUMMIT,2013-04-24,2013-04-24,Powerline,2.200399,1
247,DAVIS 3,2020-09-09,2020-09-09,Arson,11.43486,1
17,CORCORAN,2019-09-24,2019-09-24,Smoking,2.897731,1
253,HARRIS,2020-05-11,2020-05-11,Equipment Use,10.61657,1
28,BACHELOR,2019-09-09,2019-09-09,Equipment Use,15.83755,1
32,CRESTWOOD,2019-11-02,2019-11-02,Vehicle,31.55482,1
207,SALT,2020-10-05,2020-10-05,Vehicle,86.66375,1
205,POPE,2020-10-23,2020-10-23,Vehicle,64.28315,1
78,PHELPS,2019-09-05,2019-09-05,Powerline,61.30566,1
79,DUDLEY,2019-05-30,2019-05-30,Equipment Use,13.47398,1
80,VINEYARD ,2019-06-02,2019-06-02,Debris,32.38626,1
82,HUNTER,2019-06-09,2019-06-09,Equipment Use,74.50411,1
83,ARDO,2019-06-12,2019-06-12,Powerline,42.759,1
84,HOLLISTER,2019-06-15,2019-06-15,Vehicle,24.50135,1
86,LONOAK,2019-06-25,2019-06-25,Powerline,2520.879,1
87,PARKFIELD,2019-06-30,2019-06-30,Powerline,13.85442,1
88,SARGENT,2019-07-09,2019-07-09,Powerline,171.9477,1
89,LUCAS,2019-07-21,2019-07-21,Vehicle,18.16434,1
90,LAKE,2019-07-29,2019-07-29,Vehicle,305.6829,1
91,JOLON,2019-09-01,2019-09-01,Powerline,61.59237,1
161,METZ,2020-05-24,2020-05-24,Equipment Use,33.09181,1
160,JULIUS,2020-05-17,2020-05-17,Powerline,21.76851,1
74,PALMER,2019-07-04,2019-07-04,Powerline,14.61489,1
73,PALM,2019-09-29,2019-09-29,Powerline,89.73408,1
72,OIL,2019-09-28,2019-09-28,Powerline,37.6693,1
62,DEVIL,2019-04-24,2019-04-24,Powerline,50.13959,1
202,HILL,2020-07-24,2020-07-24,Vehicle,139.1295,1
201,AIRLINE,2020-12-25,2020-12-25,Arson,62.40783,1
200,SAN DIMAS,2020-11-06,2020-11-06,Arson,128.1708,1
197,QUAIL,2020-10-09,2020-10-09,Debris,12.85847,1
60,VINTAGE,2019-07-14,2019-07-14,Equipment Use,2.438375,1
183,CASINO,2020-07-13,2020-07-13,Arson,91.579,1
66,REEF,2019-09-11,2019-09-11,Powerline,103.7607,1
67,SKY,2019-09-05,2019-09-05,Powerline,138.9932,1
186,SIERRA,2020-06-08,2020-06-08,Playing with fire,39.05026,1
69,BRYSON,2019-10-15,2019-10-15,Arson,13.84219,1
257,PICO,2021-07-06,2021-07-06,Equipment Use,7.302879,1
540,LATROBE,2017-07-26,2017-07-26,Debris,1268.11,1
518,BLUE,2017-08-10,2017-08-10,Powerline,12.3151,1
522,PINE,2017-05-16,2017-05-16,Vehicle,24.03971,1
523,LONEOAK,2017-05-17,2017-05-17,Powerline,16.81539,1
524,BITTERWATER,2017-05-22,2017-05-22,Powerline,20.62749,1
330,WOOD,2020-02-23,2020-02-23,Debris,54.35728,1
526,VALLEY,2017-07-04,2017-07-04,Vehicle,34.8994,1
527,PARKFIELD,2017-07-08,2017-07-08,Powerline,1821.772,1
528,ALVARADO,2017-07-16,2017-07-16,Powerline,9.783442,1
529,CANYON,2017-08-14,2017-08-14,Equipment Use,16.82664,1
532,BITTERWATER,2017-11-25,2017-11-25,Vehicle,48.32974,1
533,COUNTRY,2017-08-07,2017-08-07,Powerline,81.70621,1
534,UNION,2017-07-02,2017-07-02,Vehicle,32.43858,1
535,PINE,2017-09-11,2017-09-11,Lightning,59.3685,1
350,LAGUNA,2020-06-12,2020-06-12,Vehicle,7.162426,1
358,MOFFETT,2020-06-18,2020-06-18,Equipment Use,1.070461,1
357,NOYES 1-14,2020-07-28,2020-07-28,Lightning,8.12013,1
356,RED 3-1,2020-07-24,2020-07-24,Lightning,1.28821,1
355,SPRING,2020-04-03,2020-04-03,Debris,1.749333,1
354,MARTIN,2020-08-02,2020-08-02,Powerline,2.360432,1
352,ORR,2020-06-18,2020-06-18,Equipment Use,3.503062,1
351,GUYS,2020-02-27,2020-02-27,Debris,2.80249,1
507,HIGHWAY,2017-06-22,2017-06-22,Powerline,21.25227,1
211,COTTONWOOD,2013-08-15,2013-08-15,Equipment Use,49.51719,1
345,LIVE OAK,2020-08-22,2020-08-22,Vehicle,1.669692,1
344,BRUNO,2020-02-28,2020-02-28,Arson,6.789666,1
101,MARPLE,2013-09-08,2013-09-08,Smoking,6.544206,1
209,AGER,2013-09-10,2013-09-10,Equipment Use,7.327134,1
10,BAR,2019-11-13,2019-11-13,Escaped Prescribed Burn,51.6265,1
544,LARGO,2017-07-30,2017-07-30,Arson,237.9169,1
193,ROSA,2013-10-04,2013-10-04,Equipment Use,24.74532,1
280,TRAMWAY,2020-06-29,2020-06-29,Equipment Use,11.13794,1
187,CACTUS,2013-09-04,2013-09-04,Powerline,17.30028,1
273,PITMAN,2020-12-26,2020-12-26,Equipment Use,39.66626,1
272,BULL,2020-09-05,2020-09-05,Vehicle,14.08969,1
271,LAGO,2020-05-09,2020-05-09,Equipment Use,16.89021,1
268,ADOBE,2020-05-07,2020-05-07,Campfire,15.18358,1
603,HARKIN,2017-06-28,2017-06-28,Campfire,2.568609,1
604,JONES,2017-06-03,2017-06-03,Arson,42.07929,1
576,SENTINEL,2017-09-12,2017-09-12,Lightning,0.07944368,1
545,STONY,2017-06-24,2017-06-24,Powerline,10.9172,1
309,BASIC,2020-06-24,2020-06-24,Lightning,116.1777,1
548,POHONO,2017-10-09,2017-10-09,Campfire,0.07946421,1
104,SHOOTING,2013-08-27,2013-08-27,Equipment Use,10.215,1
198,VAN BUREN,2013-05-02,2013-05-02,Smoking,7.173444,1
108,AMIGAS,2013-07-04,2013-07-04,Playing with fire,10.29018,1
561,AVALANCH VEHICLE FIRE,2017-06-21,2017-06-21,Vehicle,0.07949797,1
562,A RANCH,2017-09-12,2017-09-12,Lightning,0.002815646,1
110,BENNETT,2013-05-01,2013-05-01,Powerline,0.1311737,1
111,BOHAN,2013-09-25,2013-09-25,Powerline,7.909993,1
197,THOMAS,2013-11-09,2013-11-09,Vehicle,27.81954,1
568,VERNON,2017-07-12,2017-07-12,Lightning,0.07913565,1
93,FRUDDEN,2019-09-03,2019-09-03,Equipment Use,11.78939,1
95,STAGE,2019-09-18,2019-09-18,Arson,13.01915,1
145,PRATT,2013-07-23,2013-07-23,Vehicle,41.20865,1
185,HOLLOW,2019-06-08,2019-06-08,Equipment Use,0.7589745,1
187,CRESTVIEW,2019-06-08,2019-06-08,Equipment Use,15.5361,1
188,EUREKA,2019-06-08,2019-06-08,Equipment Use,11.99847,1
189,HELIOS,2019-06-07,2019-06-07,Equipment Use,0.8129824,1
28,REDWOOD,2020-10-23,2020-10-23,Equipment Use,101.4003,1
27,BEAR,2020-02-15,2020-02-15,Debris,10.47374,1
190,BITTER,2019-06-10,2019-06-10,Vehicle,73.93117,1
191,MCMILLIAN,2019-06-12,2019-06-12,Equipment Use,1763.821,1
192,SADDLE BACK,2019-06-17,2019-06-17,Structure,4.286545,1
193,BUENA,2019-06-28,2019-06-28,Playing with fire,1.671938,1
194,O'DONOVAN,2019-06-25,2019-06-25,Vehicle,10.87737,1
195,TOPAZ,2019-06-23,2019-06-23,Equipment Use,47.8895,1
20,COAST,2020-06-29,2020-06-29,Arson,20.2083,1
197,GLADE,2019-07-09,2019-07-09,Equipment Use,5.21805,1
144,MCGALL,2013-10-12,2013-10-12,Equipment Use,13.9834,1
198,GILLIS,2019-07-08,2019-07-08,Equipment Use,977.1411,1
15,RIOSA,2020-06-15,2020-06-15,Powerline,13.69472,1
34,MINE,2020-12-24,2020-12-24,Debris,11.07413,1
184,COTTONWOOD,2019-04-18,2019-04-18,Vehicle,1.908545,1
169,BOULDER,2019-06-05,2019-06-05,Powerline,1110.843,1
163,HUNTER,2019-08-15,2019-08-15,Vehicle,428.0987,1
164,CONVERSE,2019-12-19,2019-12-19,Debris,12.63458,1
54,TOWNSEND,2020-05-17,2020-05-17,Debris,13.73043,1
52,JENNY 2-3,2020-07-27,2020-07-27,Lightning,14.63708,1
167,MOOSE,2019-08-12,2019-08-12,Equipment Use,195.8783,1
170,SPIRIT,2019-08-27,2019-08-27,Debris,15.82898,1
47,LOCUST,2020-12-31,2020-12-31,Debris,15.85951,1
173,BLUE DIAMOND,0219-05-29,0219-05-29,Aircraft,2.29694,1
177,BOMMER,2019-10-24,2019-10-24,Vehicle,1.322732,1
179,TRACY,2019-05-15,2019-05-15,Powerline,4.472729,1
14,PAVE PAWS,2020-08-02,2020-08-02,Powerline,532.7733,1
199,BELMONT,2019-05-29,2019-05-29,Lightning,832.636,1
96,KING,2019-10-10,2019-10-10,Powerline,8.221602,1
200,PLANT,2019-08-21,2019-08-21,Vehicle,22.36234,1
172,NICOLAUS WESTLAND,2013-06-04,2013-06-04,Equipment Use,58.55238,1
171,NELSON,2013-06-05,2013-06-05,Equipment Use,33.0784,1
169,MCDANIEL,2013-09-12,2013-09-12,Smoking,9.204685,1
174,SIERRA,2013-08-10,2013-08-10,Railroad,23.57369,1
209,DALE,2019-06-02,2019-06-02,Vehicle,14.69958,1
10,DYER,2020-07-06,2020-07-06,Playing with fire,194.6603,1
201,RANCH,2019-09-02,2019-09-02,Vehicle,4.678437,1
202,TRACY,2019-05-27,2019-05-27,Equipment Use,38.42611,1
203,THOMPSON,2019-07-24,2019-07-24,Campfire,89.01712,1
204,BELMONT,2019-09-26,2019-09-26,Equipment Use,5.911667,1
205,BELMONT,2019-10-31,2019-10-31,Equipment Use,0.3136398,1
307,SEARS,2019-10-17,2019-10-17,Vehicle,1.98405,1
305,REFUGE,2019-07-21,2019-07-21,Vehicle,158.8546,1
303,TRACK,2019-06-27,2019-06-27,Vehicle,104.9992,1
176,THOUSAND OAKS,2013-06-01,2013-06-01,Equipment Use,1.882901,1
158,DOUGLAS,2019-08-18,2019-08-18,Equipment Use,22.34313,1
157,LOMA,2019-10-06,2019-10-06,Equipment Use,0.9653762,1
156,FOOTHILLS,2019-11-25,2019-11-25,Arson,24.59045,1
131,CLAY FIRE,2020-07-29,2020-07-29,Smoking,740.1123,1
129,CRONAN FIRE,2020-06-09,2020-06-09,Equipment Use,28.27121,1
128,GRANT FIRE,2020-06-12,2020-06-12,Equipment Use,5062.198,1
126,INWOOD,2020-07-31,2020-07-31,Powerline,10.81982,1
113,BRANDT,2019-07-03,2019-07-03,Vehicle,23.174,1
117,RODDEN,2019-07-11,2019-07-11,Debris,32.69442,1
118,PLACER,2020-08-25,2020-08-25,Equipment Use,53.15897,1
119,PRESTON,2019-08-08,2019-08-08,Playing with fire,20.16607,1
116,III_2,2020-08-15,2020-08-15,Lightning,20.435,1
114,JUAN,2020-07-05,2020-07-05,Powerline,33.28214,1
113,CRESTA BLANCA,2020-06-10,2020-06-10,Vehicle,18.42477,1
133,DEN,2020-05-23,2020-05-23,Powerline,42.87516,1
134,FRONTIER,2020-06-23,2020-06-23,Arson,21.7087,1
146,COPPER FIRE,2020-09-30,2020-09-30,Smoking,46.58341,1
155,COPPERHEAD,2020-10-26,2020-10-26,Equipment Use,22.66812,1
97,CABRILLO,2019-10-24,2019-10-24,Equipment Use,61.75045,1
98,DEER,2019-09-03,2019-09-03,Debris,9.367375,1
100,PLAINS ,2019-10-10,2019-10-10,Vehicle,42.17504,1
150,CROSS,2020-10-07,2020-10-07,Equipment Use,24.49597,1
148,LIBERTY FIRE,2020-06-17,2020-06-17,Debris,88.69255,1
147,CAMERON FIRE,2020-10-18,2020-10-18,Vehicle,14.42604,1
145,MURPHY FIRE,2020-08-17,2020-08-17,Powerline,13.25112,1
135,GATOS,2020-04-26,2020-04-26,Equipment Use,31.95898,1
143,TODD,2020-07-26,2020-07-26,Equipment Use,13.09678,1
142,THERMAL,2020-08-30,2020-08-30,Powerline,11.4255,1
103,COW,2019-09-24,2019-09-24,Vehicle,15.38397,1
140,SUTTER,2020-05-24,2020-05-24,Powerline,26.95898,1
105,TRINITY,2019-06-25,2019-06-25,Equipment Use,129.0636,1
138,KINGS,2020-07-05,2020-07-05,Equipment Use,65.94609,1
106,LOWER,2019-08-12,2019-08-12,Lightning,46.40511,1
110,TOPAZ,2020-06-12,2020-06-12,Equipment Use,157.1149,1
109,CARRIZO,2020-08-12,2020-08-12,Vehicle,184.9174,1
108,II-2,2020-08-15,2020-08-15,Lightning,64.87589,1
80,FRANCISCAN,2020-08-15,2020-08-15,Equipment Use,15.77986,1
139,AUBREY,2019-09-06,2019-09-06,Lightning,5.438107,1
140,ETNA,2019-04-25,2019-04-25,Debris,3.236623,1
141,STUHR,2019-09-12,2019-09-12,Vehicle,190.1649,1
150,RANGE,2019-05-30,2019-05-30,Equipment Use,22.57155,1
82,LEOPARD,2020-05-31,2020-05-31,Arson,16.629,1
152,SCOTT,2019-06-24,2019-06-24,Equipment Use,80.34697,1
66,SODA,2020-06-17,2020-06-17,Lightning,421.4699,1
84,TWITCHELL,2020-06-06,2020-06-06,Lightning,28.68455,1
98,CLARK,2020-12-16,2020-12-16,Arson,18.82918,1
106,BERRY,2020-08-01,2020-08-01,Equipment Use,24.21436,1
105,RIATA,2020-06-16,2020-06-16,Equipment Use,15.23254,1
104,SODA,2020-07-03,2020-07-03,Equipment Use,152.5866,1
103,LAKE,2020-07-04,2020-07-04,Vehicle,567.0063,1
102,GAGE,2020-06-28,2020-06-28,Equipment Use,33.05524,1
126,JERRY,2019-06-21,2019-06-21,Vehicle,521.9408,1
100,SODA,2020-06-10,2020-06-10,Vehicle,1653.114,1
99,HUASNA,2020-05-13,2020-05-13,Debris,47.4296,1
93,KIRSCHEMANN,2020-05-28,2020-05-28,Equipment Use,28.75139,1
132,PATRICIA,2019-09-05,2019-09-05,Lightning,15.9213,1
89,SPRINGS,2020-08-09,2020-08-09,Playing with fire,10.29982,1
88,ROSA,2020-02-26,2020-02-26,Debris,13.27444,1
134,SCOTT,2019-06-23,2019-06-23,Debris,5.647906,1
366,AVENAL,2017-08-29,2017-08-29,Vehicle,19.41336,1
343,SPALLETTA,2017-07-12,2017-07-12,Equipment Use,28.70305,1
344,PINE,2017-06-27,2017-06-27,Powerline,30.57775,1
346,EASTMAM,2017-09-18,2017-09-18,Powerline,482.3408,1
352,JUNIPER,2017-08-23,2017-08-23,Vehicle,30.71256,1
357,HILLS,2017-08-27,2017-08-27,Vehicle,60.17172,1
122,GRAHAM,2021-05-27,2021-05-27,Equipment Use,14.35726,1
121,SMITH,2021-06-11,2021-06-11,Equipment Use,9.446896,1
359,FREEDOM,2017-07-04,2017-07-04,Equipment Use,56.85116,1
360,TIVY,2017-06-11,2017-06-11,Lightning,76.29654,1
364,COALINGA,2017-08-30,2017-08-30,Equipment Use,102.2866,1
365,CITY,2017-05-18,2017-05-18,Vehicle,23.45427,1
335,HILL,2017-09-06,2017-09-06,Equipment Use,9.913222,1
161,RYE,2021-02-02,2021-02-02,Equipment Use,1.171693,1
156,MALLARD,2021-06-11,2021-06-11,Equipment Use,4.217206,1
323,BLUE,2017-05-05,2017-05-05,Equipment Use,9.054397,1
325,CANYON,2017-05-14,2017-05-14,Vehicle,15.1246,1
146,AMERICAN,2021-08-27,2021-08-27,Arson,14.40411,1
145,CRYSTAL,2021-08-25,2021-08-25,Campfire,1.731484,1
143,OLD HIGHWAY 80  / LA POSTA RD,2021-09-24,2021-09-24,Lightning,1.378734,1
111,WOODMAN,2021-04-01,2021-04-01,Debris,24.85209,1
244,CLEMENTS,2013-07-15,2013-07-15,Equipment Use,50.12178,1
107,LINE,2021-03-28,2021-03-28,Debris,21.61033,1
83,NEWELL,2021-10-11,2021-10-11,Vehicle,137.1334,1
82,PLYE,2021-08-07,2021-08-07,Arson,6.29127,1
256,GOODENOUGH,2013-04-08,2013-04-08,Powerline,145.2335,1
79,GRANGE,2021-07-07,2021-07-07,Equipment Use,6.612106,1
78,DREAM,2021-06-23,2021-06-23,Arson,4.769748,1
77,ACACIA,2021-05-29,2021-05-29,Equipment Use,6.082049,1
75,WEST,2021-05-26,2021-05-26,Vehicle,2.58838,1
72,COUNTY,2021-05-08,2021-05-08,Powerline,2.854398,1
71,WILSON,2021-04-29,2021-04-29,Debris,1.552339,1
390,RIVERS,2017-10-14,2017-10-14,Debris,147.5612,1
69,MUNIZ,2021-04-20,2021-04-20,Debris,2.227886,1
67,SODA,2021-04-17,2021-04-17,Debris,1.20866,1
250,SALE,2013-06-03,2013-06-03,Playing with fire,100.1428,1
247,SHELTON,2013-05-30,2013-05-30,Equipment Use,236.6837,1
84,DIMOND,2021-07-30,2021-07-30,Arson,4.771153,1
85,STUBBS,2021-08-02,2021-08-02,Arson,1.37785,1
97,CREEK,2021-08-01,2021-08-01,Arson,3.695564,1
259,WHEELER,2013-11-14,2013-11-14,Equipment Use,22.4388,1
104,KIWI,2021-06-07,2021-06-07,Equipment Use,1.75886,1
103,MOUNTAIN,2021-08-22,2021-08-22,Arson,1.039344,1
102,CREEK,2021-08-29,2021-08-29,Arson,1.284499,1
258,HIDDEN,2013-06-06,2013-06-06,Arson,37.86338,1
99,I-80 LYNCH,2021-08-17,2021-08-17,Vehicle,1.08848,1
98,MIDDLE,2021-08-13,2021-08-13,Powerline,25.11647,1
96,COLEMAN,2021-07-18,2021-07-18,Arson,2.714847,1
87,OLD,2021-01-18,2021-01-18,Powerline,3.873497,1
94,LEESVILLE,2021-07-03,2021-07-03,Playing with fire,5.558945,1
93,OAK,2021-06-14,2021-06-14,Equipment Use,2.842491,1
92,MUSTANG,2021-06-13,2021-06-13,Arson,7.733727,1
91,SKY,2021-04-29,2021-04-29,Debris,58.34655,1
257,HAPPY CAMP,2013-12-10,2013-12-10,Powerline,44.73134,1
89,GREEN,2021-05-08,2021-05-08,Debris,8.655844,1
88,SPRING,2021-01-19,2021-01-19,Debris,1.017629,1
222,BOAT,2021-07-01,2021-07-01,Vehicle,1.496656,1
220,EDMONSON,2021-06-30,2021-06-30,Vehicle,9.158972,1
219,BEALE,2021-06-19,2021-06-19,Vehicle,8.94504,1
236,BEALE2,2021-10-12,2021-10-12,Powerline,55.49031,1
255,RIDGE,2021-08-06,2021-08-06,Equipment Use,5.647393,1
254,BONITA,2021-07-24,2021-07-24,Vehicle,1.013455,1
253,CECIL,2021-07-15,2021-07-15,Vehicle,6.260819,1
242,UNNAMED,2021-06-18,2021-06-18,Equipment Use,1.121165,1
213,WOLVES,2021-04-22,2021-04-22,Escaped Prescribed Burn,26.06954,1
180,AROMAS,2021-06-26,2021-06-26,Vehicle,3.190873,1
188,COYOTE,2021-01-21,2021-01-21,Debris,4.889593,1
187,TIFFANY,2021-01-13,2021-01-13,Debris,2.45159,1
186,ADOBE,2021-01-18,2021-01-18,Equipment Use,1.444209,1
185,PANOCHE,2021-06-23,2021-06-23,Vehicle,146.4311,1
184,JOLON,2021-07-25,2021-07-25,Equipment Use,28.44884,1
183,FERRIS,2021-02-21,2021-02-21,Debris,13.79761,1
190,ANTELOPE,2021-05-04,2021-05-04,Vehicle,10.67426,1
178,MIDDLE,2021-11-11,2021-11-11,Powerline,17.06123,1
175,DALTON,2021-09-24,2021-09-24,Vehicle,2.21358,1
174,GOLDEN,2021-08-07,2021-08-07,Vehicle,19.88849,1
172,SYCAMORE,2021-08-02,2021-08-02,Vehicle,3.27472,1
191,VISTA,2021-04-27,2021-04-27,Debris,5.135205,1
211,GRAPEVINE,2021-04-20,2021-04-20,Vehicle,5.185684,1
202,BUZZARD,2021-05-11,2021-05-11,Equipment Use,70.24671,1
207,SABODAN,2021-06-01,2021-06-01,Equipment Use,1.751998,1
205,FREEWAY,2021-04-17,2021-04-17,Vehicle,3.822008,1
204,GRANITE INC,2021-03-01,2021-03-01,Powerline,2.381455,1
200,FRANKLIN,2021-09-10,2021-09-10,Debris,40.32301,1
198,TOBIN,2021-07-31,2021-07-31,Vehicle,64.70691,1
197,GROVE,2021-07-28,2021-07-28,Vehicle,24.01903,1
194,INDEPENDENCE,2021-05-24,2021-05-24,Equipment Use,1.923519,1
193,TWITCHELL,2021-05-10,2021-05-10,Vehicle,8.925045,1
59,PINE,2021-06-23,2021-06-23,Equipment Use,50.93539,1
406,COUNTRY,2020-09-17,2020-09-17,Playing with fire,1.016899,1
426,CANYON,2020-12-13,2020-12-13,Powerline,7.26888,1
425,NO NAME,2020-09-26,2020-09-26,Vehicle,3.013402,1
423,TOPANGA,2020-09-08,2020-09-08,Vehicle,6.732281,1
421,CALGROVE,2020-06-30,2020-06-30,Equipment Use,4.228073,1
418,HASLEY,2020-06-11,2020-06-11,Equipment Use,6.671049,1
416,MESA,2020-07-13,2020-07-13,Powerline,1.250532,1
415,AIRPORT,2020-05-21,2020-05-21,Vehicle,3.001326,1
414,TOPANGA,2020-07-22,2020-07-22,Powerline,2.614254,1
100,MAGIC,2013-05-28,2013-05-28,Equipment Use,145.1069,1
410,POND,2020-07-26,2020-07-26,Playing with fire,7.086052,1
409,SMARTSVILLE,2020-07-09,2020-07-09,Equipment Use,8.089746,1
408,DAVIS,2020-11-05,2020-11-05,Powerline,1.119542,1
427,BANNING,2020-12-20,2020-12-20,Powerline,1.529065,1
428,DUNNIGAN,2020-06-17,2020-06-17,Powerline,6.125275,1
440,EAGLE,2020-08-27,2020-08-27,Arson,1.482663,1
448,REDWOOD,2020-08-15,2020-08-15,Equipment Use,2.178815,1
447,ARROW,2020-08-08,2020-08-08,Equipment Use,6.730837,1
446,CREEK,2020-06-20,2020-06-20,Equipment Use,1.247528,1
444,SPRING,2020-09-14,2020-09-14,Powerline,1.290407,1
443,LYTTON,2020-10-03,2020-10-03,Arson,1.931224,1
442,17-7,2020-08-17,2020-08-17,Lightning,1.842313,1
430,LAWLEY,2020-07-08,2020-07-08,Equipment Use,2.023604,1
438,LUCERNE,2020-09-20,2020-09-20,Arson,4.12193,1
437,OAT,2020-05-28,2020-05-28,Vehicle,5.638311,1
436,MOBILE,2020-07-26,2020-07-26,Equipment Use,1.119406,1
431,HUBCAP,2020-10-10,2020-10-10,Equipment Use,2.017771,1
405,ENERGY,2020-08-29,2020-08-29,Powerline,6.926877,1
58,SETTLERS,2021-05-19,2021-05-19,Equipment Use,45.35123,1
404,CORNELL,2020-08-18,2020-08-18,Equipment Use,1.810446,1
381,SHERRY,2020-06-07,2020-06-07,Equipment Use,1.009096,1
379,LINNE,2020-05-29,2020-05-29,Powerline,6.545331,1
378,FARM,2020-06-21,2020-06-21,Equipment Use,2.241039,1
377,DAIRY,2020-06-23,2020-06-23,Equipment Use,2.58218,1
376,CAMATTA,2020-06-13,2020-06-13,Powerline,2.139037,1
374,HUASNA,2020-05-05,2020-05-05,Debris,1.82044,1
