Year,Alarm Date,Containment Date,Cause #,GIS Calculated Acres,Cause
2019,10/24/2019,10/31/2019,14,4581.739,Unknown / Unidentified
2019,8/14/2019,11/27/2019,1,36.58359,Lightning
2019,10/24/2019,10/26/2019,10,55.84444,Vehicle
2019,6/9/2019,6/9/2019,14,1.006725,Unknown / Unidentified
2019,8/13/2019,8/13/2019,14,1.816222,Unknown / Unidentified
2019,8/30/2019,8/30/2019,14,17.72473,Unknown / Unidentified
2019,10/10/2019,10/14/2019,14,80.3277,Unknown / Unidentified
2019,10/10/2019,10/31/2019,14,8799.325,Unknown / Unidentified
2019,10/21/2019,10/21/2019,14,45.09488,Unknown / Unidentified
2019,10/28/2019,11/5/2019,11,552.6332,Powerline
2019,10/28/2019,10/28/2019,14,10.82971,Unknown / Unidentified
2019,10/30/2019,10/30/2019,14,5.9004,Unknown / Unidentified
2019,11/9/2019,11/10/2019,14,72.63429,Unknown / Unidentified
2019,11/25/2019,12/14/2019,7,2597.293,Arson
2019,10/11/2019,10/12/2019,8,31.12859,Playing with fire
2019,6/27/2019,6/27/2019,10,104.9992,Vehicle
2019,5/7/2019,5/9/2019,2,3283.456,Equipment Use
2019,7/21/2019,7/21/2019,10,158.8546,Vehicle
2019,6/2/2019,6/2/2019,14,0.548332,Unknown / Unidentified
2019,10/17/2019,10/17/2019,10,1.98405,Vehicle
2019,8/5/2019,8/6/2019,2,1.919023,Equipment Use
2019,7/2/2019,7/2/2019,9,4.376543,Miscellaneous
2019,7/17/2019,7/19/2019,14,34.12664,Unknown / Unidentified
2019,7/28/2019,9/16/2019,9,14142.41,Miscellaneous
